name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Parker Sawyers,https://en.wikipedia.org/wiki/Parker_Sawyers,34,, , ,American,,,['Actor'],
Patricia Heaton,https://en.wikipedia.org/wiki/Patricia_Heaton,60,U.S.,Ohio,Bay Village,American,,,['Actress'],Republican
Patrick Fugit,https://en.wikipedia.org/wiki/Patrick_Fugit,36,U.S.,Utah,Salt Lake City,American,,,['Actor'],
Patrick Stewart,https://en.wikipedia.org/wiki/Patrick_Stewart,78,U.K.,Yorkshire,Mirfield,British,['Bristol Old Vic Theatre School'],,['Actor  voice actor'],Labour
Patrick Wilson,https://en.wikipedia.org/wiki/Patrick_Wilson_(American_actor),45,U.S.,Virginia,Norfolk,American,['Carnegie Mellon University'],,['Actor  singer  producer'],
Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt,49,U.S.,Virginia, Portsmouth,New York,['College of William amp Mary'],,,
Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt,49,U.S.,Virginia, Portsmouth,American,['College of William amp Mary'],,,
Paul Bettany,https://en.wikipedia.org/wiki/Paul_Bettany,47,UK,London , ,British,['Drama Centre London'],,['Actor'],
Paul Dano,https://en.wikipedia.org/wiki/Paul_Dano,34,U.S.,New York,New York City,American,,,['Actor  director  screenwriter  producer  singer  musician'],
Paul F. Tompkins,https://en.wikipedia.org/wiki/Paul_F._Tompkins,50,U.S.,Pennsylvania,Mount Airy,American,,,['Comedian  actor  writer  producer'],
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,American,['Yale University'],,"['Actor, producer']",
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,American,['Yale University'],,"['Actor, producer']",
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,American,['Yale University'],,"['Actor, producer']",
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,American,['Yale University'],,"['Actor, producer']",
Paul Mecurio,https://en.wikipedia.org/wiki/Paul_Mecurio,,U.S.,Rhode Island,,American,,,,
Paul Reiser,https://en.wikipedia.org/wiki/Paul_Reiser,62,U.S.,New York,New York City,American,['Binghamton University'],"['East Side Hebrew Institute', 'Stuyvesant High School']","['Comedian, actor, television writer, musician']",
Paul Rudd,https://en.wikipedia.org/wiki/Paul_Rudd,49,U.S.,New Jersey,Passaic,American,['University of Kansas'],,['Actor  comedian  writer  producer'],
Paul Rust,https://en.wikipedia.org/wiki/Paul_Rust,37,U.S.,Iowa,Le Mars,American,,,"['Actor, comedian, writer']",
Paul Scheer,https://en.wikipedia.org/wiki/Paul_Scheer,42,U.S.,New York,Huntington,American,,,"['Actor, comedian, podcaster, writer, director, producer']",
Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone,58,U.S.,Alabama, Huntsville,American,,,,
Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone,58,U.S.,Alabama, Huntsville,American,,,,
Pedro Pascal,https://en.wikipedia.org/wiki/Pedro_Pascal,43,Chile,Santiago, ,American,"['Orange County School of the Arts', 'Tisch School of the Arts']",,['Actor'],
Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes,39,U.S.,Massachusetts, Lexington,American,['Gordon College'],,,
Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes,39,U.S.,Massachusetts, Lexington,American,['Gordon College'],,,
Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes,39,U.S.,Massachusetts, Lexington,American,['Gordon College'],,,
Peter Dinklage,https://en.wikipedia.org/wiki/Peter_Dinklage,49,U.S.,New Jersey,Morristown,American,,,"['Actor, film producer']",
Peter Serafinowicz,https://en.wikipedia.org/wiki/Peter_Serafinowicz,46,U.K.,Liverpool, ,British,,,"['Actor, voice actor, comedian, writer']",
PewDiePie,https://en.wikipedia.org/wiki/PewDiePie,29,Sweden,Gothenburg, ,Swedish,,,,
Phil Knight,https://en.wikipedia.org/wiki/Phil_Knight,80,U.S.,Oregon,Portland,American,"['University of Oregon', 'Stanford University']",,"['Chairman', 'Emeritus', 'Nike, Inc.']",
Phillipa Soo,https://en.wikipedia.org/wiki/Phillipa_Soo,28,U.S.,Illinois,Libertyville,American,,['Juilliard School'],"['Actress', 'singer']",
Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson,34,U.S., Ohio, ,American,['Pratt Institute'],,,
Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson,34,U.S., Ohio, Solon,American,['Pratt Institute'],,,
Pierce Brosnan,https://en.wikipedia.org/wiki/Pierce_Brosnan,65,U.K.,County Louth,Drogheda,British,,,"['Actor, singer, producer,', 'environmentalist']",
Priyanka Chopra,https://en.wikipedia.org/wiki/Priyanka_Chopra,36,India,Jharkhand,Jamshedpur,Indian,,,['Actress  singer  film producer  philanthropist  model'],
Pusha T,https://en.wikipedia.org/wiki/Pusha_T,41,U.S.,New York,New York City,American,,,,
Quentin Tarantino,https://en.wikipedia.org/wiki/Quentin_Tarantino,55,U.S.,Tennessee,Knoxville,American,,,['Director  writer  actor'],
Quincy Jones,https://en.wikipedia.org/wiki/Quincy_Jones,85,U.S.,Illinois,Chicago,American,['Berklee College of Music'],"['Garfield High School, Seattle']",,
Rachael Ray,https://en.wikipedia.org/wiki/Rachael_Ray,50,U.S.,New York,Glens Falls,American,,,,
Rachel Bloom,https://en.wikipedia.org/wiki/Rachel_Bloom,31,U.S.,California, Los Angeles,American,['New York University'],,,
Rachel Bloom,https://en.wikipedia.org/wiki/Rachel_Bloom,31,U.S.,California, Los Angeles,American,['New York University'],,,
Rachel Brosnahan,https://en.wikipedia.org/wiki/Rachel_Brosnahan,27,US,Wisconsin,Milwaukee,American,['New York University'],['Highland Park High School'],['Actress'],
Rachel Maddow,https://en.wikipedia.org/wiki/Rachel_Maddow,45,U.S.,California,Castro Valley,American,,"['Stanford University', 'Lincoln College, Oxford']","['Television host, political commentator, author']",
Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz,48,U.K.,London,Westminster,American,"['Trinity Hall, Cambridge']",,['Actress  fashion model'],
Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz,48,U.K.,London,Westminster,American,"['Trinity Hall, Cambridge']",,['Actress  fashion model'],
Rahm Emanuel,https://en.wikipedia.org/wiki/Rahm_Emanuel,58,U.S.,Illinois,,American,,"['Sarah Lawrence College', 'Northwestern University']",,Democratic
Rami Malek,https://en.wikipedia.org/wiki/Rami_Malek,37,U.S.,California,Los Angeles,American,['University of Evansville'],['Notre Dame High School'],['Actor'],
Rami Malek,https://en.wikipedia.org/wiki/Rami_Malek,37,U.S.,California,Los Angeles,American,['University of Evansville'],['Notre Dame High School'],['Actor'],
Rand Paul,https://en.wikipedia.org/wiki/Rand_Paul,55,U.S.,Pennsylvania, Pennsylvania,American,,"['Baylor University', 'Duke University']",,Republican
Rand Paul,https://en.wikipedia.org/wiki/Rand_Paul,55,U.S.,Pennsylvania, Pittsburgh,American,,"['Baylor University', 'Duke University']",,Republican
Randall Park,https://en.wikipedia.org/wiki/Randall_Park,44,U.S.,California,Los Angeles,American,"['University of California, Los Angeles', ]",,"['Actor, comedian, writer']",
Rashida Jones,https://en.wikipedia.org/wiki/Rashida_Jones,42,U.S.,California,Los Angeles,American,['Harvard University'],,['Actress  writer  producer'],
Reed Hastings,https://en.wikipedia.org/wiki/Reed_Hastings,58,U.S.,Massachusetts,Boston,American,"['Bowdoin College', 'Stanford University']",,['Business executive'],
Reese Witherspoon,https://en.wikipedia.org/wiki/Reese_Witherspoon,42,U.S.,Louisiana,New Orleans,American,,,"['Actress, producer, entrepreneur']",
Regina Hall,https://en.wikipedia.org/wiki/Regina_Hall,47,U.S.,D.C.,Washington,American,"['Fordham University', 'New York University']",,['Actress'],
Renée Elise Goldsberry,https://en.wikipedia.org/wiki/Ren%C3%A9e_Elise_Goldsberry,47,U.S.,California,San Jose,American,"['Carnegie Mellon University', 'University of Southern California']",,['Actress  singer  songwriter'],
Richard Branson,https://en.wikipedia.org/wiki/Richard_Branson,68,U.K.,London,Blackheath,British,,,"['Founder of', 'Virgin Group']",
Richard Dreyfuss,https://en.wikipedia.org/wiki/Richard_Dreyfuss,71,U.S.,New York,New York City,American,,,['Actor'],
Richard Gere,https://en.wikipedia.org/wiki/Richard_Gere,69,U.S.,Pennsylvania,Philadelphia,American,,['North Syracuse Central High School'],['Actor'],
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais,57,U.K.,Berkshire, ,British,['University College London'],,,
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais,57,U.K.,Berkshire, ,British,['University College London'],,,
Ricky Gervais,https://en.wikipedia.org/wiki/Ricky_Gervais,57,U.K.,Berkshire, ,British,['University College London'],,,
Riz Ahmed,https://en.wikipedia.org/wiki/Riz_Ahmed,35,U.K.,London,Wembley,British,"['Christ Church, Oxford', 'Central School of Speech and Drama']",,['Actor  rapper'],
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,['Actor  comedian'],
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,['Actor  comedian'],
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,['Actor  comedian'],
Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,American,,,['Actor  comedian'],
Rob Huebel,https://en.wikipedia.org/wiki/Rob_Huebel,49,U.S.,Virginia,Alexandria,American,,,"['Actor, comedian, writer']",
Rob Lowe,https://en.wikipedia.org/wiki/Rob_Lowe,54,U.S.,Virginia,Charlottesville,American,,,['Actor'],
Rob Lowe,https://en.wikipedia.org/wiki/Rob_Lowe,54,U.S.,Virginia,Charlottesville,American,,,['Actor'],
Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner,71,U.S.,New York,New York City,American,"['University of California, Los Angeles']",,,Democratic
Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner,71,U.S.,New York,New York City,American,"['University of California, Los Angeles']",,,Democratic
Rob Riggle,https://en.wikipedia.org/wiki/Rob_Riggle,48,U.S.,Kentucky,Louisville,American,,['University of Kansas'],"['Actor, comedian,', 'retired U.S. Marine Officer']",
Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro,75,U.S.,New York,New York City,American,,,"['Actor, producer, director']",
Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro,75,U.S.,New York,New York City,American,,,"['Actor, producer, director']",
Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro,75,U.S.,New York,New York City,American,,,"['Actor, producer, director']",
Robert Klein,https://en.wikipedia.org/wiki/Robert_Klein,76,U.S.,New York,New York City,American,,"['Alfred University', 'Yale University']",,
Robert Pattinson,https://en.wikipedia.org/wiki/Robert_Pattinson,32,U.K.,London,Barnes,British,,,"['Actor, musician']",
Robert Smigel,https://en.wikipedia.org/wiki/Robert_Smigel,58,U.S,New York,New York City,American,,,,
Robin Thede,https://en.wikipedia.org/wiki/Robin_Thede,39,U.S.,Iowa,Spencer,American,['Northwestern University'],,"['Writer', 'actress', 'comedian']",
Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright,52,U.S.,Texas,Dallas,American,,,"['Actress, director']",
Robin Wright,https://en.wikipedia.org/wiki/Robin_Wright,52,U.S.,Texas,Dallas,American,,,"['Actress, director']",
Romesh Ranganathan,https://en.wikipedia.org/wiki/Romesh_Ranganathan,40,U.K.,West Sussex,Crawley,British,,,,
Ron Howard,https://en.wikipedia.org/wiki/Ron_Howard,64,U.S.,Oklahoma,Duncan,American,['University of Southern California'],,"['Actor, filmmaker']",
Ron Suskind,https://en.wikipedia.org/wiki/Ron_Suskind,58,U.S.,New York,Kingston,American,"['University of Virginia', 'Columbia University']",,"['Journalist, author']",
Ronan Farrow,https://en.wikipedia.org/wiki/Ronan_Farrow,30,U.S.,New York,New York City,American,"['Bard College', 'Yale University']",,['Journalist  lawyer'],
Ronan Farrow,https://en.wikipedia.org/wiki/Ronan_Farrow,30,U.S.,New York,New York City,American,"['Bard College', 'Yale University']",,['Journalist  lawyer'],
Ronda Rousey,https://en.wikipedia.org/wiki/Ronda_Rousey,31,U.S.,California, ,American,,,,
Ronny Chieng,https://en.wikipedia.org/wiki/Ronny_Chieng,,Malaysia,, ,Australian,"[['University of Melbourne', 'Australian National University']]",,,
Rosario Dawson,https://en.wikipedia.org/wiki/Rosario_Dawson,39,U.S.,New York,New York City,American,,,['Actress  producer  writer'],
Rose Byrne,https://en.wikipedia.org/wiki/Rose_Byrne,39,Australia,New South Wales,Balmain,Australian,,"['University of Sydney', 'Atlantic Theater Company']",['Actress'],
Rose Byrne,https://en.wikipedia.org/wiki/Rose_Byrne,39,Australia,New South Wales,Balmain,Australian,,"['University of Sydney', 'Atlantic Theater Company']",['Actress'],
Rose McGowan,https://en.wikipedia.org/wiki/Rose_McGowan,45,Italy,Tuscany,Certaldo,American,,,"['Actress', 'singer', 'director', 'author']",
Rowan Atkinson,https://en.wikipedia.org/wiki/Rowan_Atkinson,63,U.K.,County Durham, Consett,British,"['Newcastle University', 'The Queens College, Oxford']",,,
Roy Wood Jr.,https://en.wikipedia.org/wiki/Roy_Wood_Jr.,39,U.S.,Alabama,Birmingham,American,['Florida AampM University'],,"['Comedian', 'actor', 'disc jockey']",
Roy Wood Jr.,https://en.wikipedia.org/wiki/Roy_Wood_Jr.,39,U.S.,Alabama,Birmingham,American,['Florida AampM University'],,"['Comedian', 'actor', 'disc jockey']",
RuPaul,https://en.wikipedia.org/wiki/RuPaul,57,U.S.,California,San Diego,American,,,['Drag performer   actor  model  singer  songwriter  television personality  author'],
RuPaul Charles,https://en.wikipedia.org/wiki/RuPaul,57,U.S.,California,San Diego,American,,,['Drag performer   actor  model  singer  songwriter  television personality  author'],
Rupert Friend,https://en.wikipedia.org/wiki/Rupert_Friend,37,U.K.,England,Oxfordshire,British,,,"['Actor, director, screenwriter, producer']",
Russell Brand,https://en.wikipedia.org/wiki/Russell_Brand,43,U.K.,Essex,Grays,British,"['Italia Conti Academy of Theatre Arts', 'Drama Centre London']",,,Labour
Russell Crowe,https://en.wikipedia.org/wiki/Russell_Crowe,54,New Zealand,Wellington, ,New Zealand,,,['Actor  film producer  musician'],
Russell Westbrook,https://en.wikipedia.org/wiki/Russell_Westbrook,29,U.S.,California,Long Beach,American,,,,
Ruth Negga,https://en.wikipedia.org/wiki/Ruth_Negga,36,Ethiopia,Addis Ababa, ,British,"['Trinity College, Dublin']",,['Actress'],
Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,U.K.,Kent,Ashford,English,"['University of Nottingham', 'London Academy of Music and Dramatic Art']",,['Actress'],
Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,U.K.,Kent,Ashford,British,"['University of Nottingham', 'London Academy of Music and Dramatic Art']",,['Actress'],
Ryan Gosling,https://en.wikipedia.org/wiki/Ryan_Gosling,37,Canada,Ontario,London,Canadian,,,['Actor  musician'],
Ryan Reynolds,https://en.wikipedia.org/wiki/Ryan_Reynolds,42,Canada,British Columbia,Vancouver,American,,,['Actor  Producer'],
Sally Field,https://en.wikipedia.org/wiki/Sally_Field,71,U.S.,California,Pasadena,American,,,['Actress  director'],
Sally Field,https://en.wikipedia.org/wiki/Sally_Field,71,U.S.,California,Pasadena,American,,,['Actress  director'],
Salma Hayek,https://en.wikipedia.org/wiki/Salma_Hayek,52,Mexico,Veracruz,Coatzacoalcos,"Mexican, American",['Universidad Iberoamericana'],,"['Actress, producer, model']",
Sam Elliott,https://en.wikipedia.org/wiki/Sam_Elliott,74,U.S.,California,Sacramento,American,,,['Actor'],
Sam Richardson,https://en.wikipedia.org/wiki/Sam_Richardson_(actor),34,U.S.,Michigan,Detroit,American,,,"['Actor, writer, comedian']",
Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell,49,U.S.,California,San Mateo County,American,['Ruth Asawa San Francisco School of the Arts'],,['Actor'],
Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell,49,U.S.,California,San Mateo County,American,['Ruth Asawa San Francisco School of the Arts'],,['Actor'],
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,Canadian,['University of Ottawa'],,,
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,Canadian,['University of Ottawa'],,,
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,American,['University of Ottawa'],,,
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,American,['University of Ottawa'],,,
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,American,['University of Ottawa'],,,
Samantha Power,https://en.wikipedia.org/wiki/Samantha_Power,48,Ireland,Leinster, Dublin,American,,"['Yale University', 'Harvard University']",,Democratic
Samuel L. Jackson,https://en.wikipedia.org/wiki/Samuel_L._Jackson,69,U.S.,D.C.,Washington,American,"['Morehouse College', 'B.A.']",,"['Actor, film producer']",
Samuel L. Jackson,https://en.wikipedia.org/wiki/Samuel_L._Jackson,69,U.S.,D.C.,Washington,American,['Morehouse College’],,"['Actor, film producer']",
Saoirse Ronan,https://en.wikipedia.org/wiki/Saoirse_Ronan,24,U.S.,New York,New York City,American,,,['Actress'],
Saoirse Ronan,https://en.wikipedia.org/wiki/Saoirse_Ronan,24,U.S.,New York,New York City,American,,,['Actress'],
Sara,https://en.wikipedia.org/wiki/Sara_Foster,37,U.S.,California,Los Angeles,American,,,['Actress'],
Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles,38,U.S.,California,Eureka,American,"['University of California, Los Angeles']",,"['Singersongwriter', 'actress']",
Sara Gilbert,https://en.wikipedia.org/wiki/Sara_Gilbert,43,U.S.,California,Santa Monica,American,['Yale University'],,['Actress'],
Sarah Jessica Parker,https://en.wikipedia.org/wiki/Sarah_Jessica_Parker,53,U.S.,Ohio,Nelsonville,American,,"['Dwight Morrow High School', 'School of American Ballet', 'Professional Childrens School', 'School for Creative and Performing Arts', 'Hollywood High School']","['Actress, producer, designer']",
Sarah Jessica Parker,https://en.wikipedia.org/wiki/Sarah_Jessica_Parker,53,U.S.,Ohio,Nelsonville,American,,"['Dwight Morrow High School', 'School of American Ballet', 'Professional Childrens School', 'School for Creative and Performing Arts', 'Hollywood High School']","['Actress, producer, designer']",
Sarah Koenig,https://en.wikipedia.org/wiki/Sarah_Koenig,49,U.S.,New York,New York City,American,['The University of Chicago'],,['Journalist  Public radio personality  former producer of the television and radio program   This American Life'],
Sarah McDaniel,https://en.wikipedia.org/wiki/Sarah_Koenig,49,U.S.,New York,New York City,American,['The University of Chicago'],,['Journalist  Public radio personality  former producer of the television and radio program   This American Life'],
Sarah Parcak,https://en.wikipedia.org/wiki/Sarah_Parcak,39,U.S.,Maine,Bangor,American,,,"['Associate Professor', 'Archaeologist', 'Egyptologist', 'Remote Sensing Archaeologist']",
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson,43,U.S.,Florida,Tampa,American,['American Academy of Dramatic Arts'],,['Actress  Director'],
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson,43,U.S.,Florida,Tampa,American,['American Academy of Dramatic Arts'],,['Actress  Director'],
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson,43,U.S.,Florida,Tampa,American,['American Academy of Dramatic Arts'],,['Actress  Director'],
Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman,47,U.S.,New Hampshire, Bedford,American,,,,
Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman,47,U.S.,New Hampshire, Bedford,American,,,,
Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson,33,U.S.,New York,New York City,American,,,['Actress  singer'],
Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson,33,U.S.,New York,New York City,American,,,['Actress  singer'],
Scott Bakula,https://en.wikipedia.org/wiki/Scott_Bakula,64,U.S.,Missouri,St. Louis,American,,,"['Actor, singer, director']",
Scott Bakula,https://en.wikipedia.org/wiki/Scott_Bakula,64,U.S.,Missouri,St. Louis,American,,,"['Actor, singer, director']",
Scott Eastwood,https://en.wikipedia.org/wiki/Scott_Eastwood,32,U.S.,California,Monterey County,American,['Loyola Marymount University'],,['Actor  model  producer  director'],
Scott Kelly,https://en.wikipedia.org/wiki/Scott_Kelly_(astronaut),54,U.S.,New Jersey, Orange,American,,,,
Scott Rogowsky,https://en.wikipedia.org/wiki/Scott_Rogowsky,33,U.S.,New York,New York City,American,,['Johns Hopkins University'],"['Comedian', 'game show host']",
Scott Speedman,https://en.wikipedia.org/wiki/Scott_Speedman,43,UK ,London,Hammersmith,British,"['University of Toronto', 'York University']",,['Actor'],
Sean Astin,https://en.wikipedia.org/wiki/Sean_Astin,47,U.S.,California,Santa Monica,American,,"['Los Angeles Valley College', 'University of California, Los Angeles']","['Actor, voice actor, director, producer']",
Sean Bean,https://en.wikipedia.org/wiki/Sean_Bean,59,U.K.,West Riding of Yorkshire,Handsworth,British,,,['Actor'],
Sean Evans,https://en.wikipedia.org/wiki/Sean_Evans_(interviewer),32,U.S,Illinois, Evanston,American,['University of Illinois'],['Broadcast Journalism major'],,
Sean Hayes,https://en.wikipedia.org/wiki/Sean_Hayes_(actor),48,U.S.,Illinois,Chicago,American,,,"['Actor, comedian, producer']",
Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn,58,U.S.,California,Santa Monica,American,,,"['Actor, filmmaker']",Democratic
Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn,58,U.S.,California,Santa Monica,American,,,"['Actor, filmmaker']",Democratic
Sebastian Maniscalco,https://en.wikipedia.org/wiki/Sebastian_Maniscalco,45,U.S.,Illinois, ,American,,,,
Sebastian Stan,https://en.wikipedia.org/wiki/Sebastian_Stan,36,Romania,Constana, ,American,['Rutgers University'],,['Actor'],
Senator Al Franken,https://en.wikipedia.org/wiki/Al_Franken,67,U.S.,New York,New York City,American,,['Harvard University'],,DemocraticFarmerLabor
Senator Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker,49,U.S.,D.C., Washington,American,,"['Stanford University', 'The Queens College, Oxford', 'Yale University']",,Democratic
Senator Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,51,U.S.,New York,Albany,American,,"['Dartmouth College', 'University of California, Los Angeles']",,Democratic
Senator Tim Kaine,https://en.wikipedia.org/wiki/Tim_Kaine,60,U.S.,Minnesota,Saint Paul ,American,,"['University of Missouri', 'Harvard University']",,Democratic
Seth MacFarlane,https://en.wikipedia.org/wiki/Seth_MacFarlane,45,U.S.,Connecticut,Kent,American,['Rhode Island School of Design'],['Kent School'],['Actor  animator  filmmaker  singer'],
Seth Meyers,https://en.wikipedia.org/wiki/Seth_Meyers,44,U.S.,Illinois,Evanston ,American,['Northwestern University'],['Manchester High School West'],,
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen,36,Canada,British Columbia,Vancouver,American,,,"['Actor', 'comedian', 'writer', 'producer', 'director']",
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen,36,Canada,British Columbia,Vancouver,American,,,"['Actor', 'comedian', 'writer', 'producer', 'director']",
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen,36,Canada,British Columbia,Vancouver,American,,,"['Actor', 'comedian', 'writer', 'producer', 'director']",
Shailene Woodley,https://en.wikipedia.org/wiki/Shailene_Woodley,26,U.S.,California,San Bernardino,American,,,"['Actress', 'activist']",
Shane Smith,https://en.wikipedia.org/wiki/Shane_Smith_(journalist),49,Canada,Ontario,Ottawa,Canadian,"['Lisgar Collegiate Institute', 'Carleton University']",,"['Entrepreneur, media executive, journalist']",
Sharon Osbourne,https://en.wikipedia.org/wiki/Sharon_Osbourne,66,U.K.,London,Brixton,British,,,"['Music manager, promoter, businesswoman,', '1', 'television talent competition judge, talk show host, author']",
Sharon Stone,https://en.wikipedia.org/wiki/Sharon_Stone,60,U.S.,Pennsylvania,Meadville,American,,,"['Actress, model, film producer']",
Sharon Stone,https://en.wikipedia.org/wiki/Sharon_Stone,60,U.S.,Pennsylvania,Meadville,American,,,"['Actress, model, film producer']",
Shemar Moore,https://en.wikipedia.org/wiki/Shemar_Moore,48,U.S.,California,Oakland,American,['Santa Clara University'],,"['Actor', ', model']",
Shepard Fairey,https://en.wikipedia.org/wiki/Shepard_Fairey,48,U.S,South Carolina,Charleston,American,,['Rhode Island School of Design'],,
Shepard Smith,https://en.wikipedia.org/wiki/Shepard_Smith,54,U.S.,Mississippi,Holly Springs,American,,['University of Mississippi'],['News anchor'],
Sheryl Sandberg,https://en.wikipedia.org/wiki/Sheryl_Sandberg,49,U.S.,D.C.,Washington,American,"['Harvard College', 'Harvard Business School']",,"['COO', 'of', 'Facebook']",Democratic
Shiri Appleby,https://en.wikipedia.org/wiki/Shiri_Appleby,39,U.S.,California,Los Angeles,American,,,"['Actress, director']",
Shirley MacLaine,https://en.wikipedia.org/wiki/Shirley_MacLaine,84,U.S.,Virginia,Richmond,American,,,"['Actress, singer, dancer, author, activist']",
Shonda Rhimes,https://en.wikipedia.org/wiki/Shonda_Rhimes,48,U.S.,Illinois,Chicago,American,"['Dartmouth College', 'University of Southern California']",,"['Television producer', 'television writer', 'screenwriter']",
Sienna Miller,https://en.wikipedia.org/wiki/Sienna_Miller,36,U.S.,New York,New York City,American,,,['Actress'],
Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver,69,U.S.,New York,New York City,American,,"['Sarah Lawrence College', 'Stanford University', 'Yale University']",['Actress'],
Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver,69,U.S.,New York,New York City,American,,"['Sarah Lawrence College', 'Stanford University','Yale University']",['Actress'],
Simon Helberg,https://en.wikipedia.org/wiki/Simon_Helberg,37,U.S.,California,Los Angeles,American,"['New York University', 'Tisch School of Arts']",,"['Actor, comedian, musician', '1', '2']",
Simon Pegg,https://en.wikipedia.org/wiki/Simon_Pegg,48,U.K.,England,Gloucestershire,British,,,"['Actor', 'comedian', 'screenwriter', 'producer']",
Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,21,U.S.,Ohio,Columbus,American,,,,
Sofía Vergara,https://en.wikipedia.org/wiki/Sof%C3%ADa_Vergara,46,Colombia,Barranquilla, ,American,,,['Actress  model  television host  producer'],
Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green,33,U.S.,Alabama,Russellville,American,['University of Alabama'],,"['Actress, producer']",
Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green,33,U.S.,Alabama,Russellville,American,['University of Alabama'],,"['Actress, producer']",
Spike Feresten,https://en.wikipedia.org/wiki/Spike_Feresten,54,U.S.,Massachusetts,Fall River,American,,,,
Spike Jonze,https://en.wikipedia.org/wiki/Spike_Jonze,49,U.S.,Maryland,Rockville,American,,,"['Director, producer, screenwriter, actor, photographer']",
Spike Lee,https://en.wikipedia.org/wiki/Spike_Lee,61,U.S.,Georgia,Atlanta,American,"['Morehouse College', 'New York University', 'Tisch School of the Arts']",,"['Film director', ', producer, screenwriter, actor, professor']",
Stacy Schiff,https://en.wikipedia.org/wiki/Stacy_Schiff,57,U.S,Massachusetts,Adams,American,['Williams College'],"['Phillips Academy', 'Andover']",['Writer and editor'],
