name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
George Clooney,https://en.wikipedia.org/wiki/George_Clooney,57,U.S.,Kentucky,Lexington,American,,,"['Actor, screenwriter, producer with', 'Smoke House Pictures', ', director']",Democratic
Jeb Bush,https://en.wikipedia.org/wiki/Jeb_Bush,65,U.S.,Texas,Midland,American,,"['University of Texas, Austin']",,Republican
Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson,33,U.S.,New York,New York City,American,,,['Actress  singer'],
Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk,47,South Africa,Transvaal,Pretoria,American,,"['Queens University', 'University of Pennsylvania’]","['Entrepreneur', ', investor']",Independent
Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden,75,U.S.,Pennsylvania, Scranton,American,,"['University of Delaware', 'Syracuse University']",,Democratic
Travis Kalanick,https://en.wikipedia.org/wiki/Travis_Kalanick,42,U.S.,California,Los Angeles,American,,"['University of California, Los Angeles']",['Internet entrepreneur'],
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,New York City,American,['Towson University'],['William Esper Studio'],,
Stephen King,https://en.wikipedia.org/wiki/Stephen_King,71,U.S.,Maine, Portland,American,['University of Maine'],,['Writer  actor  television producer  singer  musician'],
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,U.K.,London,Wandsworth,English,,,['Actress'],
Justice Stephen Breyer,https://en.wikipedia.org/wiki/Stephen_Breyer,80,U.S.,California,San Francisco,American,,"['Stanford University','Magdalen College, Oxford', 'Harvard University']",,Democratic
Jake Gyllenhaal,https://en.wikipedia.org/wiki/Jake_Gyllenhaal,37,U.S.,California,Los Angeles,American,['Columbia University'],['HarvardWestlake School'],['Actor'],
Tim Cook,https://en.wikipedia.org/wiki/Tim_Cook,57,U.S.,Alabama,Mobile,American,,"['Auburn University',  'Duke University']",,
Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey,59,U.S.,New Jersey,South Orange,American,,['Juilliard School'],['Actor  producer  singer'],
Carol Burnett,https://en.wikipedia.org/wiki/Carol_Burnett,85,U.S.,Texas,San Antonio,American,,['UCLA'],,
Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah,34,South Africa, Johannesburg, ,South African,,,,
Ban Ki-moon,https://en.wikipedia.org/wiki/Ban_Ki-moon,74,South Korea,Eumseong County, ,South Korean,,"['Seoul National University', 'Harvard University']",,Independent
Lupita Nyong,https://en.wikipedia.org/wiki/Lupita_Nyong%27o,35,Mexico,Mexico City, ,Mexican,,"['Hampshire College', 'Yale University']",['Actress'],
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,New York,New York City,American,,['University of Chicago'],,Independent
Christopher Wheeldon,https://en.wikipedia.org/wiki/Christopher_Wheeldon,45,U.K.,Somerset, Yeovil,English,,['Royal Ballet School'],,
Stephen Curry,https://en.wikipedia.org/wiki/Stephen_Curry,30,U.S.,Ohio,Akron,American,,,,
Ted Cruz,https://en.wikipedia.org/wiki/Ted_Cruz,47,Canada,Alberta,Calgary,American,,"['Princeton University', 'Harvard University']",,Republican
Donald Trump,https://en.wikipedia.org/wiki/Donald_Trump,72,U.S.,New York,New York City,American,['The Wharton School'],,,Republican
Dr. Ernest Moniz,https://en.wikipedia.org/wiki/Ernest_Moniz,73,U.S., Massachusetts, Fall River,American,,"['Boston College', 'Stanford University']",,Democratic
Hugh Jackman,https://en.wikipedia.org/wiki/Hugh_Jackman,50,Australia,New South Wales,Sydney,Australian,"['Western Australian Academy of Performing Arts', 'University of Technology,Sydney']",,['Actor  singer  producer'],
Hugh Evans,https://en.wikipedia.org/wiki/Hugh_Evans_(humanitarian),35,Australia,Victoria,Melbourne,Australian,['Monash University'],,,
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,American,,"['George Washington University', 'University of Houston', 'Rutgers UniversityNewark']",,Democratic
Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan,52,U.S.,Illinois,Elgin,American,['Georgetown University'],['La Lumiere School'],,
Maria Shriver,https://en.wikipedia.org/wiki/Maria_Shriver,62,U.S.,Illinois,Chicago,American,['Georgetown University'],,,Democratic
Andrew Sullivan,https://en.wikipedia.org/wiki/Andrew_Sullivan,55,U.K.,Surrey,South Godstone,American,"['Magdalen College, Oxford', 'Harvard University']",['Reigate Grammar School’] ,"['Writer, editor, blogger']",
Thomas Wenski,https://en.wikipedia.org/wiki/Thomas_Wenski,68,US,Florida,West Palm Beach,American,,,,
Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,21,Pakistan,Swat,Mingora,Pakistani,,"['Khushal Public School’ , ‘Edgbaston High School’ ,  ‘Lady Margaret Hall, Oxford ‘]","['Activist for female education, former blogger for', 'BBC Urdu', 'and student']",
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,41,U.S.,New York ,New York City,American,['George Washington University'],['Spence School'],['Actress'],
Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama,54,U.S.,Chicago,Illinois,American,,"['Princeton University', 'Harvard University']",,Democratic
John Legend,https://en.wikipedia.org/wiki/John_Legend,39,U.S.,Ohio,Springfield,American,['University of Pennsylvania'],,['Singer  songwriter  musician  actor'],
Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,31,Canada,Nova Scotia,Halifax,Canadian,,,"['Actress, producer']",
Jesse Eisenberg,https://en.wikipedia.org/wiki/Jesse_Eisenberg,35,U.S.,New York,New York City,American,['The New School'],,['Actor  author  humorist  playwright'],
John Oliver,https://en.wikipedia.org/wiki/John_Oliver_(comedian),41,U.K.,Birmingham, Erdington,British,"['Christs College, Cambridge']",,,
Evan Spiegel,https://en.wikipedia.org/wiki/Evan_Spiegel,28,U.S.,California,Los Angeles,American,['Stanford University'],['Crossroads School for Arts and Sciences'],['Entrepreneur'],
Bill Withers,https://en.wikipedia.org/wiki/Bill_Withers,80,U.S.,West Virginia,Slab Fork ,American,,,,
Ed Sheeran,https://en.wikipedia.org/wiki/Ed_Sheeran,27,U.K.,Halifax, West Yorkshire,English,,,,
John Kerry,https://en.wikipedia.org/wiki/John_Kerry,74,U.S.,Colorado,Aurora,American,,"['Yale University', 'Boston College']",,Democratic
Claire Danes,https://en.wikipedia.org/wiki/Claire_Danes,39,U.S.,New York ,New York City,American,,['Lyce Franais de Los Angeles'],['Actress'],
PewDiePie,https://en.wikipedia.org/wiki/PewDiePie,29,Sweden,Gothenburg, ,Swedish,,,,
Morgan Freeman,https://en.wikipedia.org/wiki/Morgan_Freeman,81,U.S.,Tennessee,Memphis,American,,,['Actor'],
Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,U.K.,Kent,Ashford,English,"['University of Nottingham', 'London Academy of Music and Dramatic Art']",,['Actress'],
John McCain,https://en.wikipedia.org/wiki/John_McCain,81,U.S.,Panama Canal Zone , Coco Solo,American,,['United States Naval Academy'],,Republican
Misty Copeland,https://en.wikipedia.org/wiki/Misty_Copeland,36,U.S.,Missouri,Kansas City,American,,['San Pedro High School'],['Ballet dancer'],
Bill Clinton,https://en.wikipedia.org/wiki/Bill_Clinton,72,U.S.,Arkansas,Hope ,American,,"['Georgetown University', 'University College, Oxford', 'Yale Law School']",,Democratic
Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner,40,U.S.,New York,New York City,American,['Northwestern University'],['Stuyvesant High School'],,
Gina Rodriguez,https://en.wikipedia.org/wiki/Gina_Rodriguez_(actress),34,U.S.,Illinois,Chicago,American,['Tisch School of the Arts'],,['Actress and activist'],
Ben Bernanke,https://en.wikipedia.org/wiki/Ben_Bernanke,64,U.S., Georgia,Augusta,American,,"['Harvard University', 'Massachusetts Institute of Technology']",,Republican
Cate Blanchett,https://en.wikipedia.org/wiki/Cate_Blanchett,49,Australia,Victoria,Ivanhoe,Australian,['National Institute of Dramatic Art'],,"['Actress', 'theatre director']",
Brian Chesky,https://en.wikipedia.org/wiki/Brian_Chesky,37,U.S.,New York,Niskayuna,American,['Rhode Island School of Design'],,"['CEO', 'and', 'Cofounder', 'of', 'Airbnb']",
James Corden,https://en.wikipedia.org/wiki/James_Corden,40,U.K.,London,Hillingdon,English,,['Holmer Green Upper School'],['Actor  comedian  television host'],
Shane Smith,https://en.wikipedia.org/wiki/Shane_Smith_(journalist),49,Canada,Ontario,Ottawa,Canadian,"['Lisgar Collegiate Institute', 'Carleton University']",,"['Entrepreneur, media executive, journalist']",
Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan,33,England,London,Westminster,English,,"['International School of Dsseldorf', 'Woldingham School']","['Actress, singer']",
Elvis Costello,https://en.wikipedia.org/wiki/Elvis_Costello,64,England,London, ,English,,,,
Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman,47,U.S.,New Hampshire, Bedford,American,,,,
Elijah Wood,https://en.wikipedia.org/wiki/Elijah_Wood,37,U.S.,Iowa,Cedar Rapids,American,,,"['Actor, voice actor, DJ, film producer']",
Jack Black,https://en.wikipedia.org/wiki/Jack_Black,49,U.S.,California,Santa Monica,American,"['UCLA School of Theater, Film and Television']",,"['Actor', 'voice actor', 'comedian', 'musician', 'songwriter']",
Nick Woodman,https://en.wikipedia.org/wiki/Nick_Woodman,43,U.S, California, Woodside,American,"['University of California, San Diego']",,"['Founder and CEO,', 'GoPro']",
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,American,['Tennessee State University'],,"['Host of   The Oprah Winfrey Show   19862011  Chairwoman and CEO of  Harpo Productions  1986present  Chairwoman, CEO and CCO of the  Oprah Winfrey Network  2011present  Actress  2', 'Author']",Democratic
Jeffrey Cranor,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,American,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
Jimmy Kimmel,https://en.wikipedia.org/wiki/Jimmy_Kimmel,50,U.S.,New York,New York City,American,,,,
Guillermo del Toro,https://en.wikipedia.org/wiki/Guillermo_del_Toro,54,Mexico,Jalisco,Guadalajara,Mexican,,,"['Film director, screenwriter, producer, novelist']",
Jessica Chastain,https://en.wikipedia.org/wiki/Jessica_Chastain,41,U.S.,California,Sacramento,American,,"['Sacramento City College', 'Juilliard School']",['Actress  film producer'],
Tom Hiddleston,https://en.wikipedia.org/wiki/Tom_Hiddleston,37,U.K.,London,Westminster,English,"['University of Cambridge', 'Royal Academy of Dramatic Art']","['Dragon School', 'Eton College']","['Actor, producer, musician']",
Mia Wasikowska,https://en.wikipedia.org/wiki/Mia_Wasikowska,29,Australia,Australian Capital Territory,Canberra,Australian,,,['Actress'],
Sienna Miller,https://en.wikipedia.org/wiki/Sienna_Miller,36,U.S.,New York,New York City,American,,,['Actress'],
Melissa Benoist,https://en.wikipedia.org/wiki/Melissa_Benoist,30,U.S.,Texas,Houston,American,['Marymount Manhattan College'],"['The Academy of Theatre Arts', 'Arapahoe High School']",['Actress  singer  dancer'],
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Chicago,Illinois,American,,"['Wellesley College', 'Yale University']",,Democratic
Anthony Bourdain,https://en.wikipedia.org/wiki/Anthony_Bourdain,61,U.S.,New York,New York City,American,,"['Vassar College', 'The Culinary Institute of America']",,
Carrie Brownstein,https://en.wikipedia.org/wiki/Carrie_Brownstein,44,U.S.,Washington, Seattle,American,,,,
Julianna Margulies,https://en.wikipedia.org/wiki/Julianna_Margulies,52,U.S.,New York,Spring Valley,American,['Sarah Lawrence College’],['Green Meadow Waldorf School'],['Actress  producer'],
Jonathan Franzen,https://en.wikipedia.org/wiki/Jonathan_Franzen,59,U.S,Illinois, Western Springs,American,,,"['Novelist, essayist']",
Seth MacFarlane,https://en.wikipedia.org/wiki/Seth_MacFarlane,45,U.S.,Connecticut,Kent,American,['Rhode Island School of Design'],['Kent School'],['Actor  animator  filmmaker  singer'],
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York ,New York City,American,"[['Harvard College', 'University of Texas at Austin','Columbia University']",,,
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,Amer,['Duke University’],,"['Talk show host, journalist']",
Stacy Schiff,https://en.wikipedia.org/wiki/Stacy_Schiff,57,U.S,Massachusetts,Adams,American,['Williams College'],"['Phillips Academy', 'Andover']",['Writer and editor'],
Allison Janney,https://en.wikipedia.org/wiki/Allison_Janney,58,U.S.,Massachusetts,Boston,American,,['Kenyon College'],['Actress'],
Colin Quinn,https://en.wikipedia.org/wiki/Colin_Quinn,59,U.S.,New York,New York City,American,,,,
Antonio Banderas,https://en.wikipedia.org/wiki/Antonio_Banderas,58,Spain,Mlaga, ,Spanish,,,"['Actor, producer, singer']",
Reed Hastings,https://en.wikipedia.org/wiki/Reed_Hastings,58,U.S.,Massachusetts,Boston,American,"['Bowdoin College', 'Stanford University']",,['Business executive'],
John Irving,https://en.wikipedia.org/wiki/John_Irving,76,U.S,Exeter, New Hampshire,American,"['University of New Hampshire', 'University of Iowa']",,['Novelist  Screenwriter'],
Daniel Craig,https://en.wikipedia.org/wiki/Daniel_Craig,50,U.K.,Cheshire,Chester,English,['Guildhall School of Music and Drama'],,['Actor'],
Elizabeth Gilbert,https://en.wikipedia.org/wiki/Elizabeth_Gilbert,49,U.S., Connecticut, Waterbury,American,['New York University'],,"['Novelist, memoirist']",
Eugenia Cheng,https://en.wikipedia.org/wiki/Eugenia_Cheng,,U.K., Hampshire, ,British,['University of Cambridge'],['Roedean School'],[‘Mathematician’],
Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,American,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
Whoopi Goldberg,https://en.wikipedia.org/wiki/Whoopi_Goldberg,62,U.S.,New York ,New York City,American,,,,
John Kasich,https://en.wikipedia.org/wiki/John_Kasich,66,U.S.,Pennsylvania, McKees Rocks,American,,['Ohio State University'],,Republican
Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke,47,U.S.,Texas,Austin,American,,,['Actor  director  screenwriter  novelist'],
Claire McCaskill,https://en.wikipedia.org/wiki/Claire_McCaskill,65,U.S.,Missouri, Rolla,American,,['University of Missouri'],,Democratic
Amy Klobuchar,https://en.wikipedia.org/wiki/Amy_Klobuchar,58,U.S.,Minnesota, Plymouth,American,,"['Yale University',  'University of Chicago']",,Democratic
Aziz Ansari,https://en.wikipedia.org/wiki/Aziz_Ansari,35,U.S.,South Carolina, Columbia,American,['New York University'],,,
Shonda Rhimes,https://en.wikipedia.org/wiki/Shonda_Rhimes,48,U.S.,Illinois,Chicago,American,"['Dartmouth College', 'University of Southern California']",,"['Television producer', 'television writer', 'screenwriter']",
Bruce Campbell,https://en.wikipedia.org/wiki/Bruce_Campbell,60,U.S.,Michigan,Royal Oak,American,,['Western Michigan University'],"['Actor, producer, writer, director']",
Lucy Lawless,https://en.wikipedia.org/wiki/Lucy_Lawless,50,New Zealand,Auckland,Mount Albert,New Zealand,,,"['Actress, musician']",
Viola Davis,https://en.wikipedia.org/wiki/Viola_Davis,53,U.S.,South Carolina,St. Matthews,American,,"['Rhode Island College', 'Juilliard School']","['Actress, producer']",
Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene,55,U.S.,New York,New York City,American,"['Harvard University',  'University of Oxford']",,,
Jennifer Connelly,https://en.wikipedia.org/wiki/Jennifer_Connelly,47,U.S.,New York,Cairo,American,"['Yale University', 'Stanford University']",,['Actress'],
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
Mark Ruffalo,https://en.wikipedia.org/wiki/Mark_Ruffalo,50,U.S.,Wisconsin,Kenosha,American,,,"['Actor', 'producer', 'political activist']",Democratic
John Cleese,https://en.wikipedia.org/wiki/John_Cleese,79,UK,Somerset,WestonsuperMare,English,"['Downing College, Cambridge']",,"['Actor, voice actor, comedian, screenwriter, producer']",
Jack H. Jacobs,https://en.wikipedia.org/wiki/Jack_H._Jacobs,73,U.S.,New York,New York City,American,,,,
Bill Maher,https://en.wikipedia.org/wiki/Bill_Maher,62,U.S.,New York,New York City,American,['Cornell University'],['Pascack Hills High School'],,
Florent Groberg,https://en.wikipedia.org/wiki/Florent_Groberg,35,France, Poissy, ,American,,,,
Shepard Fairey,https://en.wikipedia.org/wiki/Shepard_Fairey,48,U.S,South Carolina,Charleston,American,,['Rhode Island School of Design'],,
Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore,57,U.S.,North Carolina,Fort Bragg,American,['Boston University'],,['Actor  childrens author'],
Burt Reynolds,https://en.wikipedia.org/wiki/Burt_Reynolds,82,U.S.,Michigan,Lansing,American,,,"['Actor, director, producer']",
Sharon Stone,https://en.wikipedia.org/wiki/Sharon_Stone,60,U.S.,Pennsylvania,Meadville,American,,,"['Actress, model, film producer']",
Justin Theroux,https://en.wikipedia.org/wiki/Justin_Theroux,47,U.S.,D.C.,Washington,American,['Bennington College'],,['Actor  producer  writer'],
Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York,New York City,American,['Vassar College'],,['Actress  writer  activist'],
Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,70,UK,London, Kensington,British,,"['Westminster School', 'Magdalen College, Oxford', 'Royal College of Music']",['Composer  songwriter  theatre director  television personality  businessman'],Conservative
Michael Caine,https://en.wikipedia.org/wiki/Michael_Caine,85,UK,London,Rotherhithe,British,,,"['Actor, producer, author']",Conservative
Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore,56,U.S.,Los Angeles County,California,American,['California State Polytechnic University'],,,
Sylvester Stallone,https://en.wikipedia.org/wiki/Sylvester_Stallone,72,U.S.,New York,New York City,American,,"['Miami Dade College', 'University of Miami']","['Actor, screenwriter, film director, producer, playwright']",Republican
Ted Koppel,https://en.wikipedia.org/wiki/Ted_Koppel,78,UK,Lancashire,Nelson,British,,"['Syracuse University', 'Stanford University']","['Journalist', 'News anchor', 'Author']",
Spike Lee,https://en.wikipedia.org/wiki/Spike_Lee,61,U.S.,Georgia,Atlanta,American,"['Morehouse College', 'New York University', 'Tisch School of the Arts']",,"['Film director', ', producer, screenwriter, actor, professor']",
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,American,['Boston University'],['Clayton High School'],['Talk show host  radio host  author  producer'],
Carly Simon,https://en.wikipedia.org/wiki/Carly_Simon,73,U.S.,New York,New York City,American,['Sarah Lawrence College'],,"['Singersongwriter, musician, actress, writer']",
Gloria Estefan,https://en.wikipedia.org/wiki/Gloria_Estefan,61,Cuba, Havana, ,American,,,,
